KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
2986833,0.988,0,0,0,0,0.912179022,5.64e-06,-5.64e-06,131.81174,0.00482,-0.00482,0.038,0.424,-0.038,1.332,0.171,-0.171,145.0,18.9,-18.9,0.65,0.04,-0.04,1025.0,260.05,53.17,-51.06,10.3,1.0,1,3880.0,69.0,-92.0,4.722,0.023,-0.035,0.555,0.033,-0.033,290.78214,38.18779,15.783,1,1
9145861,0.954,0,0,0,0,42.294739,0.00157,-0.00157,133.8808,0.0323,-0.0323,1.145,6.927,-0.017,34.63,1.8,-1.8,254.0,12.4,-12.4,140.14,5.6,-31.8,1083.0,324.71,40.09,-157.77,25.2,1.0,1,4926.0,47.0,-182.0,3.02,0.033,-0.027,7.849,0.314,-1.781,287.84042,45.599751,12.057,1,1
8700506,0.0,0,1,0,0,43.797829,7.11e-06,-7.11e-06,172.60192,0.00013,-0.00013,0.489,0.006,-0.007,7.70289,0.00748,-0.00748,415000.0,341.0,-341.0,93.43,22.6,-10.4,668.0,47.15,32.86,-15.76,1375.1,1.0,1,6860.0,167.0,-286.0,4.326,0.066,-0.154,1.292,0.312,-0.144,295.93079,44.83852,13.478,0,0
8381204,1.0,0,0,0,0,8.32651854,4.61e-05,-4.61e-05,135.58655,0.00464,-0.00464,0.782,0.118,-0.584,5.483,0.113,-0.113,268.0,11.1,-11.1,1.8,0.59,-0.2,938.0,182.69,182.74,-57.03,27.2,1.0,1,6057.0,189.0,-210.0,4.45,0.056,-0.224,1.0,0.33,-0.11,297.01913,44.327518,15.06,1,2
7984574,1.0,0,0,0,0,11.6191707,4.59e-05,-4.59e-05,142.12335,0.00355,-0.00355,0.059,0.398,-0.059,1.819,0.105,-0.105,700.0,44.9,-44.9,2.21,0.63,-0.19,756.0,77.43,64.84,-20.46,18.5,1.0,1,5870.0,158.0,-175.0,4.56,0.035,-0.184,0.834,0.238,-0.074,299.06168,43.720329,15.664,1,1
9715939,0.0,0,1,0,0,12.89301802,5.27e-06,-5.27e-06,141.611199,0.000433,-0.000433,1.241,0.317,-0.173,3.30029,0.00976,-0.00976,16000.0,42.6,-42.6,62.52,17.9,-14.6,1004.0,240.5,203.95,-118.29,453.0,1.0,1,6387.0,181.0,-227.0,4.178,0.214,-0.175,1.408,0.402,-0.329,294.16989,46.425289,15.517,0,0
9838537,0.0,0,0,1,1,1.33257715,2.01e-05,-2.01e-05,132.0367,0.0136,-0.0136,0.326,0.145,-0.326,5.158,0.364,-0.364,27.1,2.2,-2.2,0.44,0.12,-0.04,1553.0,1378.01,1111.25,-365.05,15.5,1.0,1,5852.0,140.0,-158.0,4.559,0.036,-0.204,0.837,0.236,-0.079,294.85934,46.635689,13.454,0,0
9873254,1.0,0,0,0,0,0.900375925,3.34e-06,-3.34e-06,133.11787,0.00311,-0.00311,0.093,0.372,-0.093,1.257,0.102,-0.102,41.4,3.2,-3.2,0.82,0.13,-0.14,2078.0,4399.18,2057.88,-1599.65,14.6,2.0,1,5676.0,101.0,-113.0,4.247,0.143,-0.117,1.28,0.217,-0.217,282.21292,46.717819,13.387,1,2
9579753,0.0,0,0,0,1,1.08908149,1.42e-05,-1.42e-05,132.0192,0.014,-0.014,0.31,0.149,-0.31,2.262,0.251,-0.251,131.0,15.5,-15.5,0.69,0.04,-0.08,1131.0,386.2,123.02,-124.33,9.9,1.0,1,4327.0,152.0,-167.0,4.639,0.06,-0.024,0.614,0.044,-0.067,287.9549,46.298271,15.597,0,0
8312852,0.0,0,0,1,0,7.44042933,1.91e-05,-1.91e-05,134.76331,0.00206,-0.00206,0.968,0.077,-0.644,2.991,0.335,-0.335,547.0,23.4,-23.4,2.74,0.77,-0.26,883.0,144.12,118.76,-39.32,34.0,1.0,1,5815.0,157.0,-175.0,4.54,0.046,-0.196,0.877,0.246,-0.082,296.30762,44.21146,15.24,0,0
3228824,0.0,1,0,1,1,0.73093905,2.26e-06,-2.26e-06,355.90306,0.00226,-0.00226,0.018,0.354,-0.018,2.8437,0.069,-0.069,451.0,10.4,-10.4,1.45,0.12,-0.13,1488.0,1159.62,394.39,-327.72,52.4,1.0,1,4768.0,168.0,-168.0,4.588,0.05,-0.036,0.711,0.057,-0.064,289.76483,38.35236,15.736,0,0
11144439,0.0,0,0,1,0,0.609125246,2.25e-06,-2.25e-06,132.08281,0.00326,-0.00326,0.242,0.256,-0.242,0.655,0.218,-0.218,139.0,17.3,-17.3,0.96,0.23,-0.09,1896.0,3049.07,2326.48,-876.04,10.9,1.0,1,5595.0,186.0,-186.0,4.581,0.04,-0.16,0.796,0.194,-0.077,295.0618,48.798168,15.64,0,0
8355239,1.0,0,0,0,0,20.13490007,3.55e-05,-3.55e-05,171.36734,0.00138,-0.00138,0.798,0.067,-0.559,3.7962,0.0522,-0.0522,1040.0,17.7,-17.7,2.98,0.11,-0.22,544.0,20.66,3.09,-3.99,64.7,1.0,1,4963.0,79.0,-79.0,4.501,0.075,-0.025,0.826,0.032,-0.06,287.56473,44.305,14.859,1,2
9962455,0.992,0,0,0,0,5.77721259,2.8e-05,-2.8e-05,137.16696,0.00377,-0.00377,0.692,0.261,-0.456,2.462,0.116,-0.116,134.0,8.5,-8.5,2.17,0.42,-0.43,1260.0,596.37,341.42,-234.96,17.7,2.0,1,5416.0,130.0,-87.0,3.951,0.168,-0.112,1.756,0.344,-0.344,296.27771,46.89986,14.056,1,2
6195669,0.09,0,1,0,0,370.94353,0.0126,-0.0126,261.1772,0.0219,-0.0219,1.294,70.86,-2.501,16.64,1.3,-1.3,1070.0,88.3,-88.3,27.77,6.48,-2.15,228.0,0.64,0.45,-0.15,14.6,1.0,1,5755.0,155.0,-173.0,4.588,0.04,-0.16,0.776,0.181,-0.06,288.81357,41.555119,15.048,0,0
10328458,0.994,0,0,0,0,2.352273912,8.09e-06,-8.09e-06,131.80267,0.00262,-0.00262,0.095,0.359,-0.095,1.7389,0.0873,-0.0873,319.0,18.9,-18.9,1.29,0.1,-0.08,1019.0,255.03,78.68,-57.05,20.4,1.0,1,4816.0,143.0,-143.0,4.608,0.02,-0.06,0.748,0.059,-0.048,286.71661,47.425629,15.848,1,2
5881688,1.0,0,0,0,0,4.190425659,1.61e-06,-1.61e-06,171.44122,0.000306,-0.000306,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2880.0,14.1,-14.1,6.21,2.05,-0.82,1234.0,547.9,549.04,-194.78,240.6,1.0,1,6073.0,190.0,-232.0,4.392,0.072,-0.217,1.135,0.375,-0.15,293.49661,41.137589,15.27,1,2
10924853,0.0,0,0,1,0,2.102416517,1.31e-06,-1.31e-06,134.394943,0.000535,-0.000535,1.236,9.116,-0.132,1.7684,0.0274,-0.0274,1500.0,19.6,-19.6,29.29,8.7,-2.9,1435.0,1003.06,896.65,-291.17,94.3,1.0,1,5999.0,180.0,-198.0,4.494,0.05,-0.2,0.959,0.285,-0.095,294.0217,48.390419,15.642,0,0
9388557,0.15,1,0,0,0,209.941369,0.00215,-0.00215,268.5679,0.00779,-0.00779,0.157,0.309,-0.157,2.97,0.291,-0.291,477.0,57.7,-57.7,14.36,2.72,-5.06,651.0,42.43,21.87,-26.34,10.2,1.0,1,5125.0,88.0,-127.0,2.988,0.234,-0.156,6.69,1.27,-2.358,283.77472,45.910831,13.066,0,0
10794242,0.0,0,1,0,0,7.143708297,5.18e-07,-5.18e-07,137.8041949,6.02e-05,-6.02e-05,0.162,0.019,-0.009,5.83451,0.00299,-0.00299,203000.0,106.0,-106.0,44.78,12.6,-7.81,943.0,187.0,154.88,-72.7,2368.6,1.0,1,5655.0,152.0,-152.0,4.386,0.132,-0.182,0.992,0.28,-0.173,290.61478,48.186771,14.17,0,0
6842345,0.946,0,0,0,0,17.3816224,1.26e-06,-1.26e-06,142.4067834,6.18e-05,-6.18e-05,0.666,0.015,-0.002,2.73456,0.00508,-0.00508,59100.0,72.4,-72.4,26.55,7.7,-4.14,756.0,77.09,67.29,-29.03,1149.7,1.0,1,6116.0,183.0,-201.0,4.407,0.09,-0.195,1.02,0.296,-0.159,284.13208,42.350441,15.567,1,1
7269974,1.0,0,0,0,0,4.309381978,6.66e-06,-6.66e-06,134.03552,0.00126,-0.00126,0.034,0.368,-0.034,2.8977,0.0359,-0.0359,311.0,8.1,-8.1,1.89,0.28,-0.25,1134.0,390.76,152.15,-112.5,42.3,2.0,1,5541.0,74.0,-74.0,4.332,0.137,-0.1,1.089,0.161,-0.145,287.77356,42.869282,14.619,1,2
11449844,0.92,0,1,0,0,38.47876629,4.73e-06,-4.73e-06,151.852812,0.000101,-0.000101,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23500.0,25.4,-25.4,13.26,1.78,-0.59,484.0,13.01,4.96,-2.04,1077.8,1.0,1,5510.0,98.0,-109.0,4.539,0.019,-0.11,0.879,0.118,-0.039,288.90222,49.370491,13.779,0,2
3832474,0.745,0,0,0,0,60.32494216,3.21e-05,-3.21e-05,243.892578,0.000423,-0.000423,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20300.0,64.0,-64.0,12.19,1.11,-0.52,411.0,6.77,1.89,-1.09,347.2,1.0,1,5485.0,98.0,-120.0,4.556,0.014,-0.081,0.867,0.079,-0.037,285.28363,38.947281,15.403,1,2
6778289,0.0,0,1,0,0,30.13013,4.37e-06,-4.37e-06,152.231115,0.000116,-0.000116,0.631,0.015,-0.015,13.4919,0.0063,-0.0063,281000.0,142.0,-142.0,83.75,18.7,-12.4,753.0,76.07,48.23,-27.78,2583.7,1.0,1,6674.0,150.0,-218.0,4.286,0.088,-0.143,1.347,0.3,-0.2,292.10236,42.252239,13.076,0,0
5197233,1.0,0,0,0,0,7.016016,0.0063,-0.0063,133.9561,0.0873,-0.0873,0.89,0.105,-0.641,3.8,13.2,-13.2,169.0,154.0,-154.0,1.72,0.5,-0.22,1138.0,396.43,340.45,-131.37,6.3,1.0,1,6642.0,178.0,-218.0,4.39,0.062,-0.187,1.136,0.333,-0.143,294.63516,40.322128,14.404,1,1
10547685,0.0,0,1,1,0,1.388509353,2.59e-07,-2.59e-07,131.786298,0.000147,-0.000147,1.145,0.146,-0.048,2.84811,0.00782,-0.00782,37600.0,80.2,-80.2,52.43,8.08,-7.28,1836.0,2679.88,1075.7,-801.83,454.6,1.0,1,6075.0,78.0,-85.0,4.315,0.132,-0.108,1.13,0.174,-0.157,296.57245,47.752708,12.309,0,0
6290382,0.0,0,1,0,0,6.12810722,3.13e-05,-3.13e-05,137.03456,0.0041,-0.0041,1.159,69.84,-0.168,2.824,0.206,-0.206,2340.0,161.0,-161.0,39.52,13.2,-8.08,1513.0,1237.9,1251.7,-587.89,17.5,1.0,1,7245.0,228.0,-330.0,4.158,0.132,-0.198,1.667,0.555,-0.341,293.5192,41.671791,13.186,0,0
9092496,0.84,1,0,0,0,94.180473,0.00141,-0.00141,200.2662,0.0128,-0.0128,0.955,0.027,-0.658,7.345,0.478,-0.478,1100.0,77.9,-77.9,4.17,1.55,-0.27,478.0,12.34,13.14,-3.11,15.6,1.0,1,6997.0,167.0,-263.0,4.475,0.026,-0.234,1.0,0.371,-0.066,293.20139,45.454399,14.848,0,0
4833421,1.0,0,0,0,0,37.9962369,0.000152,-0.000152,162.97984,0.00331,-0.00331,0.023,0.395,-0.023,6.7751,0.0935,-0.0935,404.0,11.0,-11.0,2.39,0.38,-0.38,618.0,34.55,15.66,-12.0,37.8,3.0,1,6038.0,121.0,-121.0,4.284,0.137,-0.112,1.191,0.189,-0.189,291.11188,39.949108,14.247,1,2
8323764,0.0,0,0,0,0,6.714247798,8.4e-06,-8.4e-06,134.31703,0.00137,-0.00137,0.557,0.035,-0.094,3.3304,0.056,-0.056,32200.0,235.0,-235.0,14.78,1.77,-1.78,809.0,100.94,44.19,-33.07,145.9,1.0,1,5159.0,179.0,-179.0,4.508,0.102,-0.085,0.8,0.096,-0.096,299.08057,44.29501,17.376,1,1
7102316,1.0,0,0,0,0,37.0551726,0.000261,-0.000261,200.20176,0.00601,-0.00601,0.884,0.054,-0.595,5.439,0.16,-0.16,1030.0,47.5,-47.5,3.19,0.88,-0.29,498.0,14.59,12.12,-3.94,23.2,2.0,1,5642.0,169.0,-169.0,4.542,0.044,-0.176,0.846,0.233,-0.078,286.4527,42.657879,15.99,1,2
8668810,0.0,1,0,0,0,313.0927507,6.67e-05,-6.67e-05,424.715381,0.000106,-0.000106,0.395,0.008,-0.007,14.3447,0.0075,-0.0075,446000.0,378.0,-378.0,47.52,4.59,-4.59,207.0,0.44,0.15,-0.12,1952.3,1.0,1,5067.0,151.0,-151.0,4.596,0.072,-0.042,0.673,0.065,-0.065,281.7179,44.873989,15.638,0,0
7901948,1.0,0,0,0,0,2.578852119,5.7e-06,-5.7e-06,133.2237,0.00184,-0.00184,0.625,0.004,-0.499,2.3581,0.0555,-0.0555,334.0,10.6,-10.6,1.63,0.47,-0.14,1230.0,540.56,456.93,-144.14,36.7,1.0,1,5743.0,154.0,-171.0,4.553,0.035,-0.196,0.853,0.246,-0.077,295.41745,43.60564,15.106,1,2
10389280,0.075,1,0,0,0,375.408923,0.00946,-0.00946,364.4869,0.0235,-0.0235,0.529,0.023,-0.441,11.438,0.401,-0.401,87.3,6.4,-6.4,4.48,0.41,-2.47,858.0,128.15,39.46,-107.31,15.3,1.0,1,11357.0,265.0,-575.0,3.667,0.495,-0.055,4.528,0.417,-2.502,284.34103,47.55378,10.25,0,0
7778664,0.921,0,0,0,0,5.0263815,0.000151,-0.000151,135.5595,0.0229,-0.0229,0.185,0.279,-0.185,4.384,0.682,-0.682,77.2,11.1,-11.1,0.84,0.23,-0.12,1065.0,305.12,241.26,-107.21,8.5,1.0,1,5783.0,155.0,-172.0,4.418,0.12,-0.18,0.962,0.259,-0.139,299.14664,43.459831,14.877,1,1
8360640,0.999,0,0,0,0,4.0223109,1.5e-05,-1.5e-05,135.17298,0.00306,-0.00306,0.741,0.228,-0.53,0.853,0.133,-0.133,228.0,27.9,-27.9,1.37,0.31,-0.13,1017.0,253.28,170.33,-68.07,11.0,1.0,1,5516.0,149.0,-149.0,4.544,0.048,-0.143,0.827,0.187,-0.08,290.04388,44.370602,14.264,1,1
10139305,0.0,0,1,0,0,2.173552528,3.09e-06,-3.09e-06,132.3118,0.00118,-0.00118,1.297,6.854,-0.802,1.6107,0.0679,-0.0679,3030.0,102.0,-102.0,23.51,1.66,-1.5,1025.0,260.75,79.82,-58.63,35.9,1.0,1,5008.0,166.0,-151.0,4.663,0.058,-0.036,0.594,0.042,-0.038,291.14401,47.185459,14.605,0,0
4076952,0.0,0,1,0,0,9.761172507,9.23e-07,-9.23e-07,133.7034265,7.86e-05,-7.86e-05,0.343,0.003,0.0,11.4007,0.00522,-0.00522,206000.0,81.0,-81.0,95.58,22.7,-42.1,1325.0,729.48,517.66,-534.72,3150.9,1.0,1,6468.0,181.0,-250.0,3.893,0.428,-0.114,2.048,0.486,-0.903,296.24484,39.185139,13.773,0,0
11599038,1.0,0,0,0,0,7.01733571,5.17e-05,-5.17e-05,133.90592,0.00577,-0.00577,0.581,0.021,-0.475,3.567,0.18,-0.18,256.0,18.2,-18.2,1.61,0.5,-0.2,984.0,221.46,204.04,-73.17,15.5,1.0,1,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662,49.692402,15.28,1,1
7602351,0.786,0,0,0,0,17.5806026,0.000539,-0.000539,148.6715,0.0276,-0.0276,0.879,0.105,-0.614,4.17,0.609,-0.609,139.0,22.3,-22.3,1.87,0.29,-0.35,816.0,104.96,42.51,-39.51,8.4,1.0,1,5839.0,79.0,-79.0,4.199,0.169,-0.104,1.358,0.209,-0.256,290.12088,43.24361,14.989,1,1
3240406,0.0,1,0,0,0,0.934181579,9.46e-06,-9.46e-06,132.39492,0.0076,-0.0076,0.62,0.33,-0.388,3.943,0.261,-0.261,12.1,0.8,-0.8,0.79,0.13,-0.13,3268.0,26937.31,10761.06,-8915.37,19.8,1.0,1,7624.0,68.0,-91.0,4.029,0.11,-0.11,2.152,0.349,-0.349,292.77634,38.39397,11.219,0,0
3229150,0.997,0,0,0,0,44.7055876,0.000754,-0.000754,149.6448,0.0142,-0.0142,1.692,71.26,-5.208,6.262,0.664,-0.664,472.0,46.5,-46.5,72.59,21.8,-7.27,509.0,15.83,14.27,-4.6,12.0,2.0,1,5942.0,176.0,-193.0,4.506,0.039,-0.208,0.938,0.282,-0.094,289.84286,38.309601,15.253,1,1
4566848,0.986,0,0,0,0,180.4118581,0.000734,-0.000734,142.86513,0.00347,-0.00347,0.953,6.096,-0.059,3.29,0.118,-0.118,4270.0,158.0,-158.0,8.86,2.6,-0.86,329.0,2.77,2.47,-0.84,33.2,1.0,1,6032.0,189.0,-232.0,4.485,0.05,-0.2,0.973,0.285,-0.095,293.16476,39.631561,15.656,1,1
9340460,0.009,1,0,0,0,388.519605,0.00793,-0.00793,352.2898,0.0188,-0.0188,0.478,0.488,-0.272,10.613,0.51,-0.51,151.0,11.8,-11.8,2.3,0.6,-0.91,350.0,3.56,2.86,-2.44,15.1,1.0,1,6164.0,195.0,-238.0,3.985,0.364,-0.13,1.825,0.479,-0.719,291.07208,45.879307,11.543,0,0
9110346,0.0,0,1,0,0,0.895276162,9.4e-08,-9.4e-08,131.6225645,8.87e-05,-8.87e-05,0.618,0.054,-0.028,3.0518,0.00475,-0.00475,319000.0,408.0,-408.0,172.25,81.5,-122.0,2731.0,13121.22,19727.29,-12141.68,932.1,1.0,1,5242.0,191.0,-159.0,3.631,0.923,-0.308,2.55,1.206,-1.809,298.34192,45.407669,16.397,0,0
3561464,0.002,0,0,0,0,7.31945294,6.16e-05,-6.16e-05,137.22065,0.00739,-0.00739,0.112,0.342,-0.112,4.881,0.228,-0.228,167.0,11.1,-11.1,5.05,0.87,-1.76,1682.0,1891.07,874.75,-1129.21,16.3,2.0,1,5745.0,86.0,-77.0,3.499,0.259,-0.129,3.955,0.688,-1.376,295.49811,38.644501,13.489,1,2
11569782,0.998,0,0,0,0,2.787874175,9.77e-06,-9.77e-06,133.90417,0.00316,-0.00316,0.153,0.314,-0.153,2.0348,0.098,-0.098,197.0,10.7,-10.7,2.33,1.47,-1.33,1432.0,993.06,1970.38,-829.45,22.2,1.0,1,4827.0,144.0,-129.0,3.942,0.631,-0.34,1.727,1.086,-0.987,296.72449,49.532711,14.435,1,2
8222813,1.0,0,0,0,0,2.46697039,6.3e-06,-6.3e-06,354.93093,0.00169,-0.00169,0.574,0.327,-0.353,1.6345,0.059,-0.059,309.0,12.2,-12.2,1.56,0.07,-0.13,1139.0,398.42,66.01,-83.31,29.5,2.0,1,5074.0,83.0,-76.0,4.474,0.084,-0.03,0.863,0.039,-0.072,287.5932,44.17942,15.07,1,2
5895158,1.0,0,0,0,0,1.093665854,1.87e-06,-1.87e-06,132.47213,0.00147,-0.00147,0.174,0.283,-0.174,1.4399,0.047,-0.047,218.0,7.8,-7.8,1.29,0.38,-0.12,1681.0,1880.33,1548.27,-518.99,33.5,1.0,1,5845.0,139.0,-174.0,4.541,0.036,-0.192,0.874,0.252,-0.084,296.9028,41.198189,14.815,1,2
11599038,0.0,0,0,1,0,9.27989,0.000234,-0.000234,133.7457,0.0194,-0.0194,0.579,0.386,-0.366,3.33,0.72,-0.72,164.0,24.1,-24.1,1.29,0.4,-0.16,897.0,152.86,140.84,-50.51,8.6,2.0,1,6052.0,163.0,-199.0,4.456,0.07,-0.21,0.967,0.304,-0.121,284.84662,49.692402,15.28,0,0
7989422,0.0,0,1,1,0,7.47763833,2.89e-05,-2.89e-05,133.40976,0.0034,-0.0034,0.012,0.436,-0.012,2.5693,0.0803,-0.0803,110.0,4.7,-4.7,2.05,0.45,-0.66,1346.0,776.56,502.56,-455.02,26.2,1.0,1,5957.0,164.0,-149.0,3.849,0.308,-0.132,1.953,0.421,-0.631,300.22519,43.758179,11.539,0,0
7918992,0.998,0,0,0,0,1.434745129,3.37e-06,-3.37e-06,132.62802,0.00208,-0.00208,0.108,0.336,-0.108,1.862,0.0593,-0.0593,201.0,8.3,-8.3,1.5,0.23,-0.13,1664.0,1813.0,731.22,-382.77,28.4,1.0,1,5806.0,69.0,-87.0,4.4,0.066,-0.123,1.064,0.167,-0.09,299.78546,43.67075,14.691,1,2
8444552,0.0,0,1,0,0,0.589049151,3.3e-08,-3.3e-08,132.1792702,4.59e-05,-4.59e-05,1.094,0.027,-0.027,2.25397,0.00275,-0.00275,62000.0,62.1,-62.1,39.51,6.09,-4.97,1959.0,3495.15,1740.31,-1099.4,1227.6,1.0,1,5592.0,166.0,-150.0,4.51,0.115,-0.104,0.771,0.119,-0.097,296.60672,44.472919,13.643,0,0
9471268,1.0,0,0,0,0,2.248288213,2.61e-06,-2.61e-06,133.425805,0.000957,-0.000957,0.004,0.46,-0.004,2.0361,0.0311,-0.0311,263.0,5.0,-5.0,1.25,0.08,-0.06,1127.0,380.75,87.12,-61.45,59.7,1.0,1,5103.0,101.0,-101.0,4.558,0.032,-0.05,0.789,0.052,-0.037,294.32553,46.002251,13.693,1,2
10491554,0.0,0,1,0,0,22.77196484,2.33e-05,-2.33e-05,140.4865,0.00104,-0.00104,0.603,0.045,-0.043,8.3476,0.0288,-0.0288,325000.0,1060.0,-1060.0,104.17,28.9,-38.5,835.0,114.9,100.17,-75.33,305.2,1.0,1,6049.0,211.0,-211.0,4.067,0.35,-0.15,1.557,0.432,-0.576,298.91333,47.657871,15.018,0,0
7768952,0.0,0,1,1,0,22.4685309,0.000106,-0.000106,148.4968,0.0038,-0.0038,1.032,67.69,-0.05,3.034,0.178,-0.178,242.0,13.8,-13.8,20.05,6.04,-14.1,1040.0,276.85,260.16,-255.61,21.3,1.0,1,5461.0,189.0,-189.0,3.566,0.848,-0.212,3.301,0.994,-2.32,296.80951,43.450851,13.301,0,0
9910043,0.992,0,0,0,0,39.399926,0.00119,-0.00119,160.2611,0.0223,-0.0223,0.544,0.437,-0.339,5.729,0.719,-0.719,341.0,44.3,-44.3,1.52,0.32,-0.13,499.0,14.66,9.17,-3.81,9.4,1.0,1,5913.0,147.0,-177.0,4.581,0.036,-0.144,0.795,0.17,-0.068,298.5697,46.753971,15.453,1,1
6470516,0.0,0,1,0,0,2.080431782,3.98e-07,-3.98e-07,131.827995,0.000202,-0.000202,0.771,0.012,-0.011,7.4997,0.0104,-0.0104,894000.0,756.0,-756.0,345.7,71.1,-87.0,2719.0,12956.98,8071.5,-6841.87,1585.2,1.0,1,8344.0,233.0,-350.0,4.04,0.192,-0.128,2.115,0.435,-0.532,299.02353,41.82198,16.448,0,0
5637036,0.157,1,0,0,0,171.046664,0.00161,-0.00161,293.02637,0.00602,-0.00602,0.387,0.082,-0.387,2.438,0.323,-0.323,731.0,102.0,-102.0,32.31,2.3,-8.64,827.0,110.64,25.65,-57.6,9.8,1.0,1,4932.0,88.0,-137.0,2.697,0.033,-0.027,12.048,0.859,-3.223,296.42337,40.892471,12.769,0,0
9895709,0.0,0,0,1,0,1.818939148,3.45e-06,-3.45e-06,133.12299,0.00156,-0.00156,0.56,0.369,-0.56,1.644,0.321,-0.321,331.0,17.1,-17.1,1.82,0.55,-0.18,1549.0,1364.15,1227.34,-395.19,39.3,1.0,1,6153.0,174.0,-196.0,4.487,0.052,-0.208,0.962,0.292,-0.097,293.87265,46.714951,15.134,0,0
4540632,0.0,0,1,0,0,31.00539285,2.19e-06,-2.19e-06,150.8616525,5.85e-05,-5.85e-05,0.305,0.011,-0.006,3.073,0.0023,-0.0023,560000.0,238.0,-238.0,141.82,81.7,-89.8,682.0,51.25,91.99,-45.14,1236.1,1.0,1,5023.0,151.0,-151.0,3.9,0.7,-0.3,1.784,1.027,-1.129,284.04434,39.661469,14.991,0,0
10130039,1.0,0,0,0,0,5.47033376,1.66e-05,-1.66e-05,131.49548,0.00242,-0.00242,0.074,0.364,-0.074,3.1441,0.0739,-0.0739,112.0,3.8,-3.8,1.15,0.18,-0.16,1090.0,334.27,144.82,-106.96,32.7,2.0,1,5782.0,104.0,-115.0,4.34,0.126,-0.103,1.095,0.17,-0.155,287.14066,47.115189,12.776,1,2
8490993,1.0,0,0,0,0,4.093578461,8.96e-06,-8.96e-06,171.00954,0.00176,-0.00176,0.93,0.004,-0.667,2.5833,0.063,-0.063,539.0,17.0,-17.0,2.85,0.8,-0.34,1182.0,461.07,378.55,-152.43,36.4,1.0,1,6077.0,162.0,-217.0,4.471,0.06,-0.18,0.999,0.28,-0.12,290.26328,44.55645,15.399,1,2
4545570,0.997,0,0,0,0,5.60473115,5.1e-05,-5.1e-05,131.62861,0.00763,-0.00763,0.221,0.23,-0.221,2.885,0.246,-0.246,210.0,20.9,-20.9,1.11,0.19,-0.09,866.0,132.98,71.42,-34.17,11.9,1.0,1,5401.0,159.0,-159.0,4.593,0.035,-0.112,0.777,0.132,-0.066,286.33011,39.683182,15.683,1,1
5610698,0.004,0,1,0,0,4.132521615,3.58e-06,-3.58e-06,132.892463,0.000716,-0.000716,0.877,0.016,-0.019,12.4949,0.056,-0.056,156000.0,441.0,-441.0,93.1,23.2,-31.9,1628.0,1660.29,1229.73,-1043.03,440.0,1.0,1,6567.0,183.0,-244.0,4.045,0.329,-0.141,1.636,0.407,-0.56,288.92068,40.881302,13.894,0,0
11442793,0.0,0,0,0,0,331.5972732,0.000246,-0.000246,140.498929,0.000586,-0.000586,0.02,0.136,-0.02,14.404,0.0319,-0.0319,8320.0,25.3,-25.3,10.89,1.77,-1.45,294.0,1.76,0.79,-0.55,355.0,1.0,1,5970.0,107.0,-131.0,4.317,0.11,-0.121,1.2,0.195,-0.16,284.4335,49.305161,13.804,1,2
8282651,1.0,0,0,0,0,2.361724472,3.49e-06,-3.49e-06,133.23932,0.0012,-0.0012,0.009,0.457,-0.009,1.2167,0.0423,-0.0423,587.0,19.9,-19.9,1.53,0.11,-0.14,922.0,170.59,49.25,-46.39,34.6,1.0,1,4478.0,133.0,-133.0,4.615,0.052,-0.024,0.651,0.046,-0.061,284.10779,44.245811,15.658,1,2
8873450,0.0,0,0,0,0,24.2783801,0.000359,-0.000359,154.51325,0.00972,-0.00972,0.717,0.229,-0.485,4.564,0.258,-0.258,714.0,60.5,-60.5,2.03,0.08,-0.17,432.0,8.27,1.81,-2.11,13.6,6.0,1,4450.0,132.0,-132.0,4.583,0.056,-0.02,0.707,0.029,-0.059,286.74857,45.158741,14.164,1,1
