KepID,DispositionScore,NotTransit-LikeFalsePositiveFlag,koi_fpflag_ss,CentroidOffsetFalsePositiveFlag,EphemerisMatchIndicatesContaminationFalsePositiveFlag,OrbitalPeriod[days,OrbitalPeriodUpperUnc.[days,OrbitalPeriodLowerUnc.[days,TransitEpoch[BKJD,TransitEpochUpperUnc.[BKJD,TransitEpochLowerUnc.[BKJD,ImpactParamete,ImpactParameterUpperUnc,ImpactParameterLowerUnc,TransitDuration[hrs,TransitDurationUpperUnc.[hrs,TransitDurationLowerUnc.[hrs,TransitDepth[ppm,TransitDepthUpperUnc.[ppm,TransitDepthLowerUnc.[ppm,PlanetaryRadius[Earthradii,PlanetaryRadiusUpperUnc.[Earthradii,PlanetaryRadiusLowerUnc.[Earthradii,EquilibriumTemperature[K,InsolationFlux[Earthflux,InsolationFluxUpperUnc.[Earthflux,InsolationFluxLowerUnc.[Earthflux,TransitSignal-to-Nois,TCEPlanetNumbe,TCEDeliver,StellarEffectiveTemperature[K,StellarEffectiveTemperatureUpperUnc.[K,StellarEffectiveTemperatureLowerUnc.[K,StellarSurfaceGravity[log10(cm/s**2),StellarSurfaceGravityUpperUnc.[log10(cm/s**2),StellarSurfaceGravityLowerUnc.[log10(cm/s**2),StellarRadius[Solarradii,StellarRadiusUpperUnc.[Solarradii,StellarRadiusLowerUnc.[Solarradii,RA[decimaldegrees,Dec[decimaldegrees,Kepler-band[mag],ExoplanetCandidate,ExoplanetConfirmed
10610039,0.695,0,0,0,0,105.997107,0.00127,-0.00127,144.41965,0.00981,-0.00981,0.667,0.299,-0.457,3.751,0.287,-0.287,431.0,44.6,-44.6,1.83,0.52,-0.14,373.0,4.59,3.85,-1.12,10.9,1.0,1,6068.0,163.0,-181.0,4.565,0.036,-0.204,0.831,0.238,-0.063,295.6709,47.830399,14.894,1,1
5629985,0.0,0,0,1,0,2.27190723,1.3e-05,-1.3e-05,134.79852,0.00467,-0.00467,0.719,0.223,-0.446,5.383,0.176,-0.176,149.0,4.9,-4.9,1.12,0.29,-0.13,1318.0,714.27,551.84,-209.16,36.8,1.0,1,5788.0,155.0,-155.0,4.506,0.072,-0.168,0.856,0.225,-0.096,294.73419,40.86142,14.459,0,0
11122894,0.907,0,0,0,0,74.92768653,6.28e-05,-6.28e-05,124.99266,0.00073,-0.00073,0.796,0.011,-0.06,4.74,0.0776,-0.0776,4120.0,28.6,-28.6,6.39,0.7,-0.58,409.0,6.62,2.21,-1.57,161.5,1.0,1,5618.0,112.0,-112.0,4.46,0.081,-0.09,0.897,0.099,-0.081,283.20917,48.777641,14.232,1,2
7434875,1.0,0,0,0,0,9.439459486,4.99e-06,-4.99e-06,177.186096,0.000418,-0.000418,0.049,0.273,-0.049,2.8979,0.0188,-0.0188,3040.0,18.8,-18.8,4.16,0.5,-0.28,686.0,52.32,21.42,-12.06,175.2,1.0,1,5097.0,152.0,-152.0,4.597,0.025,-0.085,0.779,0.093,-0.053,288.64252,43.039291,15.067,1,2
12069414,0.001,0,0,1,0,0.589458602,1.66e-06,-1.66e-06,131.82156,0.00261,-0.00261,0.086,0.368,-0.086,0.8278,0.0891,-0.0891,158.0,12.6,-12.6,0.98,0.13,-0.13,1848.0,2736.51,1408.14,-928.9,17.3,1.0,1,5286.0,202.0,-184.0,4.517,0.095,-0.095,0.776,0.11,-0.099,295.45059,50.54211,15.314,0,0
9007953,0.0,0,0,1,1,1.38718209,3.59e-05,-3.59e-05,132.8579,0.0223,-0.0223,0.28,0.173,-0.28,2.595,0.849,-0.849,45.5,8.5,-8.5,0.68,0.2,-0.08,1707.0,2011.41,1767.49,-655.72,7.2,1.0,1,6122.0,171.0,-214.0,4.471,0.062,-0.2,0.996,0.296,-0.118,286.0213,45.343681,14.718,0,0
11811193,1.0,0,0,0,0,6.11784972,2.78e-05,-2.78e-05,133.61873,0.00387,-0.00387,0.391,0.061,-0.391,3.458,0.112,-0.112,60.5,2.8,-2.8,1.05,0.19,-0.15,1211.0,509.24,250.37,-169.7,25.8,1.0,1,6226.0,112.0,-137.0,4.247,0.12,-0.12,1.333,0.238,-0.195,290.23584,50.03009,12.168,1,2
4851464,0.001,0,1,0,0,5.548250634,9e-07,-9e-07,133.219686,0.000145,-0.000145,0.296,0.033,-0.025,6.06772,0.00771,-0.00771,42900.0,44.3,-44.3,21.49,6.78,-2.72,1088.0,331.99,318.14,-115.51,1170.5,1.0,1,6124.0,193.0,-236.0,4.455,0.052,-0.208,1.028,0.324,-0.13,295.88867,39.911301,15.752,0,0
6182508,0.128,1,0,0,0,85.9770426,0.00088,-0.00088,159.3127,0.0107,-0.0107,0.042,0.406,-0.042,1.919,0.224,-0.224,1060.0,158.0,-158.0,1.46,0.12,-0.17,202.0,0.4,0.1,-0.12,8.0,1.0,1,3710.0,81.0,-89.0,4.797,0.054,-0.036,0.452,0.036,-0.053,282.90985,41.502739,15.901,0,0
3836522,0.0,0,0,1,1,1.540393027,1.5e-06,-1.5e-06,131.998449,0.000878,-0.000878,0.343,0.65,-0.343,1.75,0.298,-0.298,526.0,24.1,-24.1,2.17,0.55,-0.36,1502.0,1200.85,923.52,-457.5,72.1,1.0,1,5466.0,164.0,-147.0,4.396,0.162,-0.198,0.946,0.24,-0.16,286.97745,38.913261,14.844,0,0
8429415,0.0,0,0,1,1,1.352564873,7.26e-06,-7.26e-06,132.04752,0.00441,-0.00441,0.669,0.025,-0.514,3.469,0.124,-0.124,56.7,2.0,-2.0,1.45,0.31,-0.45,2447.0,8505.97,5316.7,-4905.44,34.9,1.0,1,6463.0,175.0,-175.0,3.959,0.287,-0.123,1.823,0.38,-0.57,291.30753,44.457619,12.709,0,0
7270230,0.0,0,1,0,0,6.998099523,2.36e-06,-2.36e-06,171.898913,0.000267,-0.000267,7.361,46.99,-1.351,2.0488,0.0142,-0.0142,20300.0,128.0,-128.0,588.66,129.0,-46.2,853.0,125.22,81.62,-29.93,192.3,1.0,1,5612.0,152.0,-152.0,4.566,0.038,-0.152,0.829,0.181,-0.065,287.88412,42.832439,15.877,0,0
7217088,0.997,0,0,0,0,12.54474243,5.63e-05,-5.63e-05,139.58304,0.00372,-0.00372,0.185,0.267,-0.185,1.24,0.128,-0.128,263.0,30.3,-30.3,1.88,0.3,-0.25,840.0,117.9,50.4,-34.11,10.8,1.0,1,5767.0,78.0,-78.0,4.316,0.126,-0.115,1.159,0.189,-0.155,296.39548,42.78014,15.082,1,1
6137681,0.0,0,1,1,1,356.535835,0.00253,-0.00253,433.62066,0.00435,-0.00435,1.281,78.02,-6.512,5.467,0.261,-0.261,3110.0,144.0,-144.0,28.27,3.96,-3.24,220.0,0.55,0.28,-0.17,25.7,1.0,1,5385.0,187.0,-187.0,4.532,0.105,-0.086,0.75,0.105,-0.086,295.83484,41.426971,15.481,0,0
11037128,0.0,0,0,1,0,3.7948721,2.48e-05,-2.48e-05,134.40039,0.00549,-0.00549,1.168,7.1,-0.097,1.713,0.254,-0.254,305.0,34.4,-34.4,16.1,4.43,-1.18,1083.0,325.63,270.28,-81.18,11.3,1.0,1,5883.0,177.0,-195.0,4.58,0.035,-0.184,0.793,0.218,-0.058,295.19568,48.567421,15.302,0,0
11724094,0.0,0,1,0,0,1.47623061,1.62e-05,-1.62e-05,131.603,0.0105,-0.0105,0.375,0.09,-0.375,2.032,0.277,-0.277,39.1,5.0,-5.0,0.71,0.22,-0.08,1802.0,2484.49,2304.48,-744.43,9.7,1.0,1,6325.0,168.0,-205.0,4.409,0.067,-0.202,1.112,0.353,-0.118,296.97861,49.817329,14.063,0,0
2715695,1.0,0,0,0,0,4.09578199,2e-05,-2e-05,131.61992,0.00429,-0.00429,0.752,0.029,-0.539,1.704,0.12,-0.12,406.0,37.4,-37.4,1.64,0.12,-0.13,851.0,124.3,36.62,-29.87,11.9,1.0,1,4791.0,143.0,-129.0,4.577,0.045,-0.036,0.742,0.054,-0.059,292.03348,37.974548,15.958,1,1
8848104,0.303,0,1,0,0,0.824851807,8e-08,-8e-08,131.6271509,7.88e-05,-7.88e-05,1.185,0.094,-0.063,1.93637,0.00219,-0.00219,30100.0,17.5,-17.5,78.0,35.9,-47.9,2539.0,9801.46,13656.36,-8487.61,642.2,1.0,1,5658.0,166.0,-150.0,3.903,0.712,-0.237,1.654,0.761,-1.015,300.99487,45.078861,12.372,0,0
9714123,0.0,0,1,0,0,50.35545898,5.17e-06,-5.17e-06,136.9113798,8.52e-05,-8.52e-05,0.159,0.013,-0.017,5.51863,0.00623,-0.00623,107000.0,117.0,-117.0,31.66,9.74,-3.25,492.0,13.81,12.74,-4.19,1219.4,1.0,1,5936.0,176.0,-211.0,4.501,0.04,-0.216,0.965,0.297,-0.099,293.44366,46.471512,15.724,0,0
10147276,0.021,0,0,1,0,0.681401611,2.43e-06,-2.43e-06,132.18175,0.00285,-0.00285,0.147,0.309,-0.147,0.865,0.162,-0.162,104.0,14.7,-14.7,1.07,0.36,-0.11,2218.0,5713.41,5675.74,-1836.94,12.3,1.0,1,6173.0,193.0,-236.0,4.447,0.056,-0.224,1.041,0.341,-0.114,294.16489,47.176281,15.385,0,0
9635529,0.0,0,1,0,0,2.35195525,2.12e-07,-2.12e-07,131.9168815,7.41e-05,-7.41e-05,0.511,0.003,-0.001,5.98883,0.00419,-0.00419,213000.0,211.0,-211.0,59.62,18.6,-7.99,1678.0,1876.0,1658.66,-617.91,1819.1,1.0,1,6550.0,148.0,-181.0,4.324,0.084,-0.196,1.225,0.383,-0.164,284.70453,46.378799,12.23,0,0
6126076,0.0,1,0,0,1,0.909314811,3.51e-06,-3.51e-06,131.72281,0.00392,-0.00392,0.722,0.242,-0.481,2.2053,0.0805,-0.0805,40.5,1.6,-1.6,0.99,0.21,-0.21,2503.0,9311.68,5708.31,-4175.12,30.2,1.0,1,6508.0,146.0,-178.0,4.163,0.171,-0.14,1.447,0.311,-0.311,292.61426,41.437229,12.73,0,0
9026749,0.956,0,0,0,0,66.5576728,0.000899,-0.000899,181.3241,0.0106,-0.0106,0.254,0.196,-0.253,10.532,0.271,-0.271,214.0,10.5,-10.5,4.96,0.91,-1.69,757.0,77.68,38.53,-45.54,21.3,1.0,1,5734.0,95.0,-69.0,3.591,0.292,-0.097,3.405,0.625,-1.161,293.57394,45.384541,14.074,1,2
6042031,0.0,0,1,0,0,0.537110149,8.79e-07,-8.79e-07,131.55982,0.0017,-0.0017,1.106,0.583,0.0,1.7976,0.0728,-0.0728,92.0,2.8,-2.8,32.19,6.94,-11.3,3195.0,24545.75,16695.42,-15475.21,41.1,1.0,1,5395.0,176.0,-176.0,3.739,0.26,-0.14,2.537,0.547,-0.889,291.69067,41.332878,13.078,0,0
10352945,0.0,0,0,1,1,6.47179275,3.9e-05,-3.9e-05,356.38477,0.00434,-0.00434,0.014,0.408,-0.014,6.788,0.122,-0.122,403.0,14.9,-14.9,2.08,0.62,-0.24,1075.0,316.0,275.5,-108.68,30.7,1.0,1,6341.0,176.0,-264.0,4.446,0.062,-0.188,1.033,0.305,-0.122,296.69971,47.406731,15.403,0,0
9474756,0.924,0,0,0,0,17.6062701,0.000398,-0.000398,147.1894,0.0167,-0.0167,0.923,0.031,-0.63,6.134,0.612,-0.612,146.0,15.4,-15.4,1.72,0.27,-0.22,753.0,75.96,31.78,-21.53,10.4,1.0,1,5808.0,78.0,-78.0,4.326,0.11,-0.11,1.159,0.185,-0.151,295.55374,46.02911,15.135,1,1
7119481,0.993,0,0,0,0,25.85499978,8.55e-05,-8.55e-05,192.57484,0.00278,-0.00278,0.265,0.168,-0.265,3.8737,0.0857,-0.0857,611.0,20.8,-20.8,2.4,0.75,-0.25,637.0,38.81,36.45,-11.58,31.7,1.0,1,6122.0,182.0,-200.0,4.487,0.054,-0.216,0.964,0.302,-0.101,292.31601,42.626251,14.718,1,2
9353742,1.0,0,0,0,0,0.938750221,1.16e-06,-1.16e-06,131.68256,0.00102,-0.00102,0.013,0.437,-0.013,1.3568,0.0318,-0.0318,281.0,6.9,-6.9,1.46,0.19,-0.06,1676.0,1874.28,634.47,-272.72,47.4,1.0,1,5497.0,74.0,-82.0,4.527,0.026,-0.111,0.886,0.112,-0.042,296.05405,45.827049,14.86,1,2
9535876,0.0,1,0,1,1,0.960843605,3.7e-06,-3.7e-06,131.7739,0.00316,-0.00316,1.143,0.951,-0.126,3.22,0.195,-0.195,142.0,6.8,-6.8,19.15,5.4,-2.69,1904.0,3120.32,2604.65,-1123.24,25.5,1.0,1,5708.0,160.0,-200.0,4.378,0.087,-0.188,1.129,0.318,-0.159,295.55756,46.172241,14.92,0,0
8121310,0.999,0,0,0,0,22.20809549,4.14e-05,-4.14e-05,206.35965,0.00135,-0.00135,0.017,0.308,-0.017,7.3327,0.0449,-0.0449,463.0,5.4,-5.4,3.02,0.53,-0.28,803.0,98.36,47.29,-24.5,92.7,1.0,1,6336.0,113.0,-139.0,4.266,0.063,-0.117,1.403,0.245,-0.132,298.81638,43.998039,12.885,1,2
9347899,1.0,0,0,0,0,20.86021229,2.39e-05,-2.39e-05,180.017757,0.000934,-0.000934,0.066,0.253,-0.065,5.1937,0.0335,-0.0335,1910.0,17.5,-17.5,5.5,0.82,-1.09,781.0,87.76,37.54,-35.79,117.0,1.0,1,6035.0,120.0,-120.0,4.22,0.168,-0.112,1.257,0.187,-0.25,294.02301,45.853081,15.237,1,2
5791986,1.0,0,0,0,0,24.67458244,8.15e-05,-8.15e-05,146.77261,0.00251,-0.00251,0.817,0.096,-0.565,3.2648,0.0828,-0.0828,651.0,22.2,-22.2,2.33,0.5,-0.22,544.0,20.71,13.74,-5.61,31.9,2.0,1,5456.0,164.0,-164.0,4.562,0.045,-0.135,0.812,0.175,-0.075,292.16278,41.023239,14.769,1,2
11015323,1.0,0,0,0,0,34.18884323,5.7e-05,-5.7e-05,193.38946,0.00129,-0.00129,0.065,0.305,-0.065,5.3278,0.0482,-0.0482,1060.0,14.5,-14.5,2.97,0.35,-0.26,526.0,18.05,6.39,-4.14,83.9,1.0,1,5515.0,109.0,-109.0,4.453,0.076,-0.093,0.925,0.11,-0.08,283.50726,48.552601,14.106,1,2
10023469,0.01,0,0,1,0,44.637111,0.00127,-0.00127,157.2998,0.0203,-0.0203,0.029,0.436,-0.029,5.868,0.428,-0.428,283.0,34.9,-34.9,1.28,0.19,-0.15,432.0,8.22,4.29,-2.68,9.4,1.0,1,5222.0,196.0,-179.0,4.518,0.095,-0.105,0.78,0.114,-0.093,296.36893,46.957821,15.292,0,0
10026458,0.0,0,1,1,1,9.93443795,2.33e-05,-2.33e-05,132.87307,0.00197,-0.00197,1.264,6.598,-0.185,8.098,0.109,-0.109,2750.0,34.7,-34.7,35.54,7.73,-3.31,830.0,112.23,72.62,-32.45,92.8,1.0,1,5763.0,154.0,-206.0,4.484,0.04,-0.16,0.998,0.217,-0.093,297.25943,46.987629,15.777,0,0
8414914,0.0,0,1,0,0,100.303613,0.000167,-0.000167,176.75827,0.00187,-0.00187,0.388,0.03,-0.028,10.578,0.0347,-0.0347,488000.0,1600.0,-1600.0,78.77,24.3,-12.2,421.0,7.41,7.14,-2.88,354.7,1.0,1,6060.0,210.0,-231.0,4.397,0.105,-0.195,1.046,0.323,-0.162,284.52087,44.455078,17.908,0,0
12156174,0.502,0,0,0,0,56.6746666,0.000415,-0.000415,160.44836,0.00601,-0.00601,0.626,0.299,-0.408,5.516,0.17,-0.17,883.0,44.6,-44.6,4.01,0.64,-0.85,522.0,17.59,7.49,-7.21,22.7,1.0,1,5541.0,83.0,-72.0,4.189,0.195,-0.105,1.295,0.206,-0.274,289.64343,50.727089,14.682,1,2
6863158,0.602,0,0,0,0,1.99469354,4.99e-05,-4.99e-05,131.5639,0.0185,-0.0185,0.643,0.33,-0.422,5.297,0.552,-0.552,75.1,10.2,-10.2,0.46,0.02,-0.03,758.0,78.2,14.19,-14.82,8.9,1.0,1,3799.0,68.0,-68.0,4.738,0.036,-0.021,0.51,0.025,-0.034,291.85205,42.343361,15.846,1,1
8962094,0.997,0,0,0,0,14.6672293,5.8e-05,-5.8e-05,145.42058,0.0028,-0.0028,0.596,0.324,-0.37,3.742,0.0894,-0.0894,198.0,6.9,-6.9,1.21,0.15,-0.05,675.0,49.12,18.23,-7.75,30.5,3.0,1,5677.0,113.0,-113.0,4.563,0.018,-0.108,0.828,0.104,-0.037,294.97351,45.213692,13.58,1,2
4770365,0.975,0,0,0,0,9.51220046,3.21e-05,-3.21e-05,185.47893,0.00296,-0.00296,0.133,0.337,-0.133,2.9497,0.0837,-0.0837,1170.0,40.2,-40.2,1.99,0.08,-0.1,530.0,18.66,3.38,-3.11,31.9,2.0,1,4224.0,84.0,-84.0,4.662,0.025,-0.02,0.603,0.027,-0.03,297.43039,39.847839,15.937,1,2
8043882,0.0,0,0,1,1,0.779609509,6.13e-06,-6.13e-06,131.67843,0.00714,-0.00714,0.676,0.035,-0.512,4.013,0.208,-0.208,88.5,5.5,-5.5,1.07,0.32,-0.18,2097.0,4557.44,4164.03,-1777.12,21.0,1.0,1,5899.0,184.0,-205.0,4.37,0.124,-0.201,1.07,0.322,-0.173,296.7114,43.85815,15.211,0,0
3232859,0.0,0,1,1,0,8.387210055,2.13e-06,-2.13e-06,138.903759,0.000221,-0.000221,1.284,31.34,-0.104,1.6477,0.0122,-0.0122,4950.0,33.4,-33.4,72.52,11.4,-17.1,1211.0,509.55,209.48,-227.16,180.6,1.0,1,6089.0,82.0,-82.0,4.044,0.182,-0.098,1.795,0.281,-0.422,290.862,38.35358,14.01,0,0
3241604,0.0,0,1,1,1,1.70336496,7.03e-06,-7.03e-06,132.45889,0.00384,-0.00384,0.508,0.003,-0.47,1.7045,0.091,-0.091,317.0,17.8,-17.8,1.67,0.53,-0.17,1484.0,1151.45,1103.7,-350.43,19.8,2.0,1,5881.0,184.0,-204.0,4.516,0.052,-0.208,0.915,0.289,-0.096,293.09113,38.3521,15.274,0,0
7017274,0.57,0,0,0,0,6.77067637,5.73e-05,-5.73e-05,133.34914,0.00695,-0.00695,0.127,0.322,-0.127,5.982,0.184,-0.184,65.8,3.7,-3.7,1.9,0.41,-0.61,1499.0,1193.45,655.67,-674.75,19.6,2.0,1,6337.0,76.0,-82.0,3.893,0.253,-0.136,2.335,0.503,-0.755,285.92322,42.54985,11.915,1,1
7826659,1.0,0,0,0,0,211.032819,0.000632,-0.000632,279.12891,0.0021,-0.0021,0.808,0.044,-0.565,7.119,0.14,-0.14,1950.0,31.5,-31.5,3.43,0.21,-0.13,215.0,0.5,0.12,-0.07,69.3,1.0,1,4658.0,93.0,-93.0,4.632,0.015,-0.042,0.686,0.042,-0.025,293.29837,43.55587,13.855,1,1
10055126,0.96,0,0,0,0,232.040326,0.0069,-0.0069,262.2531,0.0265,-0.0265,0.61,0.341,-0.388,12.235,0.765,-0.765,291.0,21.9,-21.9,2.05,0.33,-0.29,327.0,2.71,1.2,-0.88,15.2,3.0,1,5903.0,106.0,-117.0,4.3,0.15,-0.1,1.156,0.185,-0.166,282.06128,47.085491,13.797,1,1
11232745,0.0,0,1,0,0,4.81712182,6.67e-07,-6.67e-07,133.10276,0.000111,-0.000111,1.233,0.009,-0.141,2.45699,0.00482,-0.00482,35800.0,70.2,-70.2,43.45,8.68,-3.72,922.0,170.42,105.47,-44.11,445.3,1.0,1,5419.0,161.0,-161.0,4.581,0.032,-0.128,0.795,0.159,-0.068,285.47064,48.927292,15.973,0,0
6500206,0.0,0,1,0,0,13.37499553,4.82e-05,-4.82e-05,142.38153,0.00296,-0.00296,0.045,0.43,-0.045,1.639,0.1,-0.1,458.0,31.4,-31.4,2.01,0.2,-0.24,703.0,57.85,16.38,-15.82,16.9,1.0,1,5263.0,78.0,-78.0,4.404,0.114,-0.066,0.961,0.096,-0.117,283.1788,41.989922,14.738,0,0
6607357,0.936,0,0,0,0,4.77466043,4.2e-05,-4.2e-05,135.16338,0.00743,-0.00743,0.03,0.433,-0.03,3.804,0.173,-0.173,54.3,3.9,-3.9,0.81,0.12,-0.12,1137.0,395.06,169.23,-128.9,15.5,2.0,1,5727.0,115.0,-104.0,4.328,0.132,-0.108,1.104,0.164,-0.164,292.19971,42.046089,13.421,1,2
10272389,0.0,0,0,0,1,4.56447463,2.64e-05,-2.64e-05,133.0783,0.00543,-0.00543,0.508,0.371,-0.299,6.415,0.174,-0.174,208.0,5.7,-5.7,1.13,0.18,-0.1,902.0,156.74,79.99,-39.28,42.6,1.0,1,5270.0,158.0,-142.0,4.596,0.032,-0.104,0.77,0.122,-0.066,291.1781,47.322941,14.34,0,0
8780959,0.996,0,0,0,0,5.1117547,4.8e-05,-4.8e-05,133.76122,0.00791,-0.00791,0.962,0.011,-0.765,3.281,0.169,-0.169,268.0,24.1,-24.1,2.81,0.8,-0.65,1351.0,788.0,641.01,-382.81,12.1,2.0,1,6432.0,155.0,-214.0,4.207,0.19,-0.171,1.345,0.382,-0.313,300.33237,44.986141,13.306,1,2
8746310,0.0,0,1,0,0,6.855624762,4.47e-07,-4.47e-07,136.0224296,5.3e-05,-5.3e-05,0.877,0.096,-0.013,3.02199,0.0025,-0.0025,70900.0,53.2,-53.2,33.93,9.69,-3.46,987.0,224.32,192.96,-64.16,1397.7,1.0,1,6109.0,183.0,-183.0,4.476,0.067,-0.202,0.931,0.266,-0.095,288.88599,44.959969,14.767,0,0
11774303,0.0,0,1,1,0,0.614083885,8.17e-07,-8.17e-07,132.46969,0.00111,-0.00111,0.106,0.344,-0.106,0.9817,0.0403,-0.0403,390.0,13.9,-13.9,2.55,0.8,-0.32,2603.0,10827.22,9729.43,-3739.42,36.4,1.0,1,6521.0,158.0,-249.0,4.352,0.062,-0.2,1.276,0.4,-0.16,297.01965,49.997379,15.177,0,0
7047922,0.986,0,0,0,0,10.5226374,0.000183,-0.000183,140.0656,0.0149,-0.0149,0.806,0.151,-0.587,3.864,0.416,-0.416,68.9,9.5,-9.5,1.08,0.36,-0.24,976.0,213.96,239.81,-123.08,8.9,2.0,1,6327.0,291.0,-542.0,4.327,0.158,-0.193,1.175,0.389,-0.259,295.75412,42.537479,14.563,1,1
4568117,0.0,0,1,1,1,0.562563871,2.23e-06,-2.23e-06,131.73458,0.00344,-0.00344,0.36,0.111,-0.36,1.591,0.151,-0.151,34.6,2.7,-2.7,0.69,0.22,-0.08,2626.0,11201.45,10121.63,-3505.27,16.4,1.0,1,6577.0,148.0,-214.0,4.381,0.07,-0.21,1.145,0.366,-0.131,293.48825,39.696331,13.54,0,0
8104436,0.0,0,1,1,1,2.535389624,8.6e-06,-8.6e-06,133.38659,0.00274,-0.00274,1.189,6.928,-0.095,2.902,0.131,-0.131,418.0,18.2,-18.2,16.24,2.7,-1.15,1113.0,362.73,191.41,-81.79,27.3,1.0,1,5488.0,163.0,-147.0,4.629,0.035,-0.105,0.706,0.117,-0.05,294.20117,43.976761,15.561,0,0
10555375,0.0,0,0,1,1,5.80181368,1.86e-05,-1.86e-05,137.57807,0.00274,-0.00274,0.967,0.07,-0.745,4.119,0.156,-0.156,270.0,8.4,-8.4,4.52,0.97,-2.28,1491.0,1168.82,779.46,-914.73,35.3,1.0,1,6020.0,183.0,-183.0,3.86,0.512,-0.128,2.097,0.453,-1.057,298.77338,47.786469,13.752,0,0
11702948,0.0,0,0,0,0,9.771462706,2.73e-06,-2.73e-06,135.584899,0.000219,-0.000219,0.946,0.061,-0.029,1.767,0.0251,-0.0251,6930.0,48.4,-48.4,10.15,2.52,-0.9,799.0,96.39,69.43,-24.81,215.0,1.0,1,5812.0,145.0,-159.0,4.551,0.042,-0.168,0.853,0.212,-0.076,286.14938,49.867512,14.245,1,1
6278762,1.0,0,0,0,0,6.18943952,2.19e-05,-2.19e-05,134.78,0.00287,-0.00287,0.334,0.105,-0.334,2.3316,0.0858,-0.0858,83.2,3.5,-3.5,0.65,0.05,-0.03,783.0,88.79,29.86,-16.18,26.8,3.0,1,5051.0,177.0,-141.0,4.562,0.033,-0.023,0.721,0.057,-0.031,289.75229,41.634605,8.717,1,2
12120307,0.999,0,0,0,0,5.61357653,3.84e-05,-3.84e-05,131.81669,0.0054,-0.0054,0.119,0.328,-0.119,2.905,0.148,-0.148,162.0,11.7,-11.7,1.41,0.48,-0.16,1165.0,435.61,421.15,-137.56,15.2,2.0,1,6398.0,157.0,-224.0,4.411,0.056,-0.21,1.101,0.37,-0.123,296.30197,50.672321,14.79,1,1
8689373,1.0,0,0,0,0,18.11993039,3.7e-05,-3.7e-05,182.61535,0.00164,-0.00164,0.206,0.192,-0.206,4.2309,0.0581,-0.0581,1510.0,25.8,-25.8,2.95,0.42,-0.22,563.0,23.77,11.17,-5.65,60.7,1.0,1,5196.0,155.0,-155.0,4.593,0.026,-0.097,0.775,0.111,-0.056,291.84198,44.858089,15.532,1,2
8975368,0.0,0,0,1,0,2.42649862,1.71e-05,-1.71e-05,133.70347,0.00612,-0.00612,0.673,0.313,-0.459,2.014,0.251,-0.251,29.2,2.7,-2.7,0.75,0.16,-0.18,1638.0,1705.27,1071.86,-852.64,15.2,1.0,1,6033.0,181.0,-181.0,4.176,0.234,-0.126,1.316,0.267,-0.327,298.40298,45.29723,12.222,0,0
7691260,1.0,0,0,0,0,3.989544192,9.76e-06,-9.76e-06,134.0989,0.00199,-0.00199,0.085,0.371,-0.085,1.591,0.068,-0.068,190.0,8.7,-8.7,0.93,0.14,-0.06,903.0,157.1,71.37,-35.82,26.2,1.0,1,5229.0,140.0,-155.0,4.643,0.03,-0.084,0.688,0.099,-0.046,294.6499,43.33559,14.083,1,2
9334289,1.0,0,0,0,0,18.74649011,8.76e-05,-8.76e-05,147.13074,0.00376,-0.00376,0.508,0.011,-0.478,3.895,0.127,-0.127,797.0,32.8,-32.8,3.05,0.45,-0.37,686.0,52.38,20.34,-14.17,26.7,2.0,1,5561.0,75.0,-83.0,4.362,0.126,-0.103,1.06,0.156,-0.127,288.1647,45.816509,15.843,1,2
5009743,0.996,0,0,0,0,41.6980186,0.000143,-0.000143,169.57548,0.0028,-0.0028,0.002,0.407,-0.002,5.7047,0.0839,-0.0839,441.0,11.6,-11.6,2.03,0.31,-0.14,537.0,19.61,8.2,-4.05,43.4,1.0,1,5997.0,107.0,-131.0,4.466,0.048,-0.112,0.971,0.145,-0.067,291.40555,40.125488,13.956,1,2
8278073,0.994,0,0,0,0,12.0729757,0.000193,-0.000193,142.429,0.0116,-0.0116,0.312,0.135,-0.312,3.783,0.418,-0.418,99.5,13.3,-13.3,1.69,0.28,-0.43,969.0,208.13,94.93,-97.12,9.7,1.0,1,5436.0,89.0,-65.0,3.993,0.217,-0.093,1.707,0.287,-0.43,281.55267,44.228531,14.216,1,1
6871071,1.0,0,0,0,0,3.2828024,1.28e-05,-1.28e-05,131.89965,0.00318,-0.00318,0.159,0.294,-0.159,3.2532,0.0925,-0.0925,143.0,6.3,-6.3,1.79,0.28,-0.42,1467.0,1093.39,457.24,-484.58,24.4,3.0,1,5640.0,85.0,-77.0,4.087,0.203,-0.087,1.515,0.236,-0.353,294.13791,42.370499,14.686,1,2
4852528,1.0,0,0,0,0,9.521644639,8.95e-06,-8.95e-06,177.484839,0.000726,-0.000726,0.023,0.338,-0.023,2.3569,0.0279,-0.0279,1490.0,20.2,-20.2,2.16,0.12,-0.12,495.0,14.2,2.75,-2.58,79.2,2.0,1,4041.0,72.0,-88.0,4.697,0.024,-0.027,0.567,0.031,-0.031,296.11258,39.978779,14.804,1,2
4741126,1.0,0,0,0,0,20.4222447,0.000108,-0.000108,146.9837,0.00423,-0.00423,0.059,0.359,-0.059,6.22,0.119,-0.119,189.0,5.8,-5.8,1.78,0.31,-0.25,785.0,89.74,42.9,-29.27,34.7,1.0,1,6119.0,110.0,-135.0,4.274,0.115,-0.115,1.299,0.225,-0.184,290.09082,39.81699,13.47,1,2
